0	1
1	1
2	1
3	0.995
4	1
5	1
6	1
7	1
8	0.99
9	0.995
10	0.99
11	0.995
12	0.995
13	0.995
14	0.99
15	0.995
16	0.995
17	0.995
18	0.985
19	0.985
20	0.985
21	0.985
22	0.985
23	0.985
24	0.985
25	0.985
26	0.99
27	0.99
28	0.985
29	0.99
30	0.99
31	0.99
32	0.99
33	0.99
34	0.99
35	0.99
36	0.99
37	0.99
38	0.99
39	0.99
40	0.99
41	0.99
42	0.99
43	0.99
44	0.99
45	0.995
46	0.99
47	0.99
48	0.99
49	0.99
50	0.99
51	0.99
52	0.995
53	0.99
54	0.99
55	0.995
56	0.995
57	0.995
58	0.995
59	0.995
60	0.995
61	0.995
62	0.995
63	0.99
64	0.995
65	0.985
66	0.99
67	0.99
68	0.99
69	0.985
70	0.985
71	0.99
72	0.985
73	0.985
74	0.99
75	0.985
76	0.985
77	0.99
78	0.99
79	0.99
80	0.97
81	0.99
82	0.99
83	0.99
84	0.99
85	0.99
86	0.995
87	0.995
88	0.995
89	0.995
90	0.99
91	0.99
92	0.99
93	0.99
94	0.99
95	0.99
96	0.99
97	0.99
98	0.99
99	0.99
100	0.99
101	0.99
102	0.99
103	0.99
104	0.99
105	0.99
106	0.99
107	0.99
108	0.99
109	0.99
110	0.99
111	0.99
112	0.99
113	0.99
114	0.99
115	0.99
116	0.99
117	0.99
118	0.99
119	0.99
120	0.99
121	0.99
122	0.99
123	0.99
124	0.985
125	0.99
126	0.985
127	0.965
128	0.965
129	0.99
130	0.99
131	0.99
132	0.99
133	0.99
134	0.99
135	0.99
136	0.99
137	0.965
138	0.99
139	0.965
140	0.99
141	0.99
142	0.99
143	0.99
144	0.99
145	0.995
146	0.995
147	0.99
148	0.975
149	0.99
150	0.99
151	0.99
152	0.99
153	0.99
154	0.99
155	0.99
156	0.99
157	0.99
158	0.99
159	0.995
160	0.99
161	0.995
162	0.995
163	0.995
164	0.995
165	0.995
166	0.995
167	0.995
168	0.995
169	0.995
170	0.995
171	0.995
172	0.995
173	0.995
174	0.995
175	0.995
176	0.995
177	0.995
178	0.995
179	0.995
180	0.995
181	0.995
182	0.995
183	0.995
184	0.995
185	0.995
186	0.995
187	0.995
188	0.995
189	0.995
190	0.995
191	0.995
192	0.995
193	0.995
194	0.995
195	0.995
196	0.995
197	0.995
198	0.995
199	0.995
200	0.995
