0	0.5482
1	0.5654
2	0.6106
3	0.6826
4	0.723
5	0.7534
6	0.7808
7	0.8078
8	0.8296
9	0.8488
10	0.8816
11	0.8766
12	0.8534
13	0.8776
14	0.9028
15	0.9344
16	0.933
17	0.9534
18	0.9722
19	0.947
20	0.974
21	0.9564
22	0.9738
23	0.99
24	0.98
25	0.981
26	0.9708
27	0.9458
28	0.9592
29	0.9628
30	0.9602
31	0.9608
32	0.9774
33	0.9818
34	0.956
35	0.9534
36	0.953
37	0.969
38	0.945
39	0.9536
40	0.9756
41	0.943
42	0.973
43	0.983
44	0.9828
45	0.992
46	0.9764
47	0.9774
48	0.9762
49	0.9522
50	0.9506
51	0.967
52	0.9592
53	0.9366
54	0.9838
55	0.9598
56	0.9274
57	0.9468
58	0.9188
59	0.9682
60	0.9448
61	0.9534
62	0.9528
63	0.936
64	0.9286
65	0.912
66	0.9204
67	0.8872
68	0.9518
69	0.8864
70	0.8948
71	0.9434
72	0.9598
73	0.9598
74	0.9356
75	0.9764
76	0.9442
77	0.9682
78	0.9762
79	0.96
80	0.9686
81	0.9764
82	0.968
83	0.984
84	0.9842
85	1
86	0.984
87	0.992
88	0.9598
89	0.9276
90	0.9026
91	0.911
92	0.9434
93	0.9762
94	0.9682
95	0.9432
96	0.9434
97	0.9518
98	0.9678
99	0.9512
100	0.976
