0	0.6083
1	0.9318
2	0.9819
3	0.9774
4	0.9737
5	0.9703
6	0.9709
7	0.9685
8	0.9674
9	0.965
10	0.9633
11	0.9628
12	0.9599
13	0.9625
14	0.9624
15	0.9614
16	0.9612
17	0.9594
18	0.9553
19	0.9563
20	0.9563
21	0.9559
22	0.9564
23	0.9544
24	0.9573
25	0.9556
26	0.952
27	0.9586
28	0.9606
29	0.961
30	0.9607
31	0.9614
32	0.9603
33	0.9615
34	0.9581
35	0.9624
36	0.9643
37	0.9618
38	0.956
39	0.9609
40	0.9609
41	0.9599
42	0.9609
43	0.9585
44	0.9619
45	0.9657
46	0.9638
47	0.9643
48	0.9585
49	0.9602
50	0.9618
51	0.9625
52	0.9648
53	0.9677
54	0.9674
55	0.9702
56	0.9698
57	0.9652
58	0.9702
59	0.9702
60	0.9659
61	0.9627
62	0.9604
63	0.9589
64	0.9551
65	0.9566
66	0.9562
67	0.9571
68	0.9587
69	0.9572
70	0.9571
71	0.9533
72	0.9541
73	0.956
74	0.9576
75	0.9587
76	0.9613
77	0.9589
78	0.9598
79	0.9562
80	0.9554
81	0.9562
82	0.9576
83	0.9621
84	0.9607
85	0.9609
86	0.962
87	0.9612
88	0.9566
89	0.9579
90	0.9583
91	0.9582
92	0.9602
93	0.9606
94	0.9601
95	0.9559
96	0.9566
97	0.9589
98	0.9584
99	0.959
100	0.9637
101	0.9646
102	0.9625
103	0.9606
104	0.9592
105	0.9533
106	0.9507
107	0.9477
108	0.9465
109	0.9477
110	0.9525
111	0.9465
112	0.9456
113	0.9487
114	0.9493
115	0.9505
116	0.9439
117	0.9464
118	0.9429
119	0.9425
120	0.9431
121	0.9439
122	0.946
123	0.9446
124	0.9448
125	0.9422
126	0.9396
127	0.942
128	0.9442
129	0.9468
130	0.9458
131	0.9431
132	0.9401
133	0.9396
134	0.9401
135	0.941
136	0.944
137	0.9421
138	0.9473
139	0.9408
140	0.9436
141	0.9401
142	0.9368
143	0.9391
144	0.942
145	0.9433
146	0.9418
147	0.9405
148	0.9367
149	0.9401
150	0.9415
151	0.9401
152	0.9456
153	0.9464
154	0.9495
155	0.9432
156	0.9417
157	0.9451
158	0.9492
159	0.9457
160	0.9431
161	0.9461
162	0.9433
163	0.9415
164	0.9411
165	0.9427
166	0.9469
167	0.9458
168	0.9474
169	0.9512
170	0.9595
171	0.9604
172	0.9599
173	0.9598
174	0.964
175	0.9635
176	0.9626
177	0.9653
178	0.9635
179	0.964
180	0.9631
181	0.9657
182	0.9595
183	0.9657
184	0.9612
185	0.9664
186	0.9652
187	0.9659
188	0.9681
189	0.9664
190	0.9673
191	0.9684
192	0.9695
193	0.9672
194	0.9646
195	0.9634
196	0.9691
197	0.968
198	0.965
199	0.9629
200	0.9626
